iter	Passed	Remaining
784	3595	984
785	3599	980
786	3604	975
787	3608	970
788	3612	966
789	3616	961
790	3621	956
791	3625	952
792	3629	947
793	3633	942
794	3637	938
795	3642	933
796	3646	928
797	3651	924
798	3656	919
799	3660	915
800	3664	910
801	3669	905
802	3673	901
803	3677	896
804	3682	891
805	3686	887
806	3690	882
807	3696	878
808	3701	873
809	3705	869
810	3709	864
811	3713	859
812	3718	855
813	3722	850
814	3726	845
815	3731	841
816	3735	836
817	3739	832
818	3743	827
819	3748	822
820	3752	818
821	3757	813
822	3762	809
823	3766	804
824	3770	799
825	3774	795
826	3779	790
827	3783	785
828	3787	781
829	3791	776
830	3796	772
831	3800	767
832	3805	762
833	3809	758
834	3813	753
835	3818	749
836	3822	744
837	3826	739
838	3830	735
839	3835	730
840	3839	725
841	3843	721
842	3848	716
843	3852	712
844	3856	707
845	3861	702
846	3866	698
847	3870	693
848	3874	689
849	3879	684
850	3883	680
851	3888	675
852	3893	670
853	3897	666
854	3901	661
855	3906	657
856	3910	652
857	3914	647
858	3919	643
859	3923	638
860	3927	634
861	3932	629
862	3936	624
863	3941	620
864	3945	615
865	3949	611
866	3953	606
867	3958	601
868	3963	597
869	3967	592
870	3971	588
871	3975	583
872	3980	578
873	3984	574
874	3988	569
875	3992	565
876	3997	560
877	4001	555
878	4006	551
879	4010	546
880	4014	542
881	4018	537
882	4022	533
883	4026	528
884	4030	523
885	4035	519
886	4041	514
887	4047	510
888	4052	506
889	4056	501
890	4061	496
891	4065	492
892	4070	487
893	4074	483
894	4078	478
895	4082	473
896	4086	469
897	4090	464
898	4094	460
899	4099	455
900	4103	450
901	4107	446
902	4112	441
903	4116	437
904	4120	432
905	4124	427
906	4129	423
907	4133	418
908	4140	414
909	4144	409
910	4148	405
911	4153	400
912	4157	396
913	4161	391
914	4166	387
915	4170	382
916	4174	377
917	4178	373
918	4184	368
919	4188	364
920	4192	359
921	4196	355
922	4200	350
923	4205	345
924	4209	341
925	4214	336
926	4217	332
927	4222	327
928	4226	322
929	4230	318
930	4234	313
931	4238	309
932	4243	304
933	4247	300
934	4252	295
935	4256	291
936	4261	286
937	4265	281
938	4269	277
939	4273	272
940	4278	268
941	4283	263
942	4287	259
943	4291	254
944	4295	250
945	4299	245
946	4304	240
947	4308	236
948	4313	231
949	4317	227
950	4321	222
951	4327	218
952	4333	213
953	4338	209
954	4344	204
955	4349	200
956	4353	195
957	4358	191
958	4362	186
959	4366	181
960	4370	177
961	4375	172
962	4379	168
963	4384	163
964	4389	159
965	4393	154
966	4399	150
967	4404	145
968	4408	141
969	4413	136
970	4417	131
971	4422	127
972	4426	122
973	4431	118
974	4435	113
975	4439	109
976	4444	104
977	4448	100
978	4453	95
979	4457	90
980	4461	86
981	4466	81
982	4471	77
983	4475	72
984	4479	68
985	4483	63
986	4488	59
987	4492	54
988	4496	50
989	4501	45
990	4505	40
991	4510	36
992	4515	31
993	4520	27
994	4524	22
995	4528	18
996	4533	13
997	4537	9
998	4542	4
999	4546	0
